confidence,zone,kind,file,line,date,author,shop_vendor,restricted_term,matched,repeats,title
"HIGH","frontmatter","CLAIM","content/beauty-style/skin-care/6-quick-ways-to-a-glow-up/6-quick-ways-to-a-glow-up.mdx","28","2024-01-30","Sigourney Cantelo","San Lueur","LED mask","medical-grade","0","New Year New Skin: 6 Quick Ways to a Glow Up"
"HIGH","frontmatter","CLAIM","content/beauty-style/skin-care/im-44-everything-i-use-on-my-skin/im-44-everything-i-use-on-my-skin.mdx","25","2024-03-16","Sigourney Cantelo","San Lueur","collagen","target breakout","0","I’m 44, Here’s Everything I Use on My Skin"
"HIGH","frontmatter","CLAIM","content/wellness/biohacking/the-led-mask-the-industry-is-buzzing-about/the-led-mask-the-industry-is-buzzing-about.mdx","22","2023-11-23","Sigourney Cantelo","San Lueur","LED mask","target breakouts","0","The LED Mask the Industry is Buzzing About"
"HIGH","frontmatter","PRACTITIONER","content/beauty-style/skin-care/how-to-prime-your-skin-for-peri-and-menopause/how-to-prime-your-skin-for-peri-and-menopause.mdx","26","2024-10-16","Sigourney Cantelo","San Lueur","Light Therapy","Dr J","1","How to Prime Your Skin for Peri and Menopause"
"HIGH","frontmatter","PRACTITIONER","content/interviews/founders/montarna-mcdonald-publicist/montarna-mcdonald-publicist.mdx","25","2018-02-22","Zoe Briggs","Sunescape","supplement","Dr. D","0","Montarna McDonald, the Audience Agency"
"HIGH","frontmatter","TESTIMONIAL","content/wellness/health/smoothies-to-transform-skin/smoothies-to-transform-skin.mdx","23","2024-06-02","Sigourney Cantelo","Innour","supplement","I add","0","Glow Up This Winter: 3 Smoothies That Will Transform Your Skin"
"HIGH","body","CLAIM","content/beauty-style/skin-care/im-44-everything-i-use-on-my-skin/im-44-everything-i-use-on-my-skin.mdx","54","2024-03-16","Sigourney Cantelo","Saint Louve","LED mask","get rid of","0","I’m 44, Here’s Everything I Use on My Skin"
"HIGH","body","TESTIMONIAL","content/beauty-style/skin-care/im-44-everything-i-use-on-my-skin/im-44-everything-i-use-on-my-skin.mdx","58","2024-03-16","Sigourney Cantelo","Saint Louve","vitamin C","I rotate","0","I’m 44, Here’s Everything I Use on My Skin"
"HIGH","body","TESTIMONIAL","content/beauty-style/skin-care/im-44-everything-i-use-on-my-skin/im-44-everything-i-use-on-my-skin.mdx","60","2024-03-16","Sigourney Cantelo","Saint Louve","vitamin C","My hero","0","I’m 44, Here’s Everything I Use on My Skin"
"HIGH","body","TESTIMONIAL","content/beauty-style/skin-care/im-44-everything-i-use-on-my-skin/im-44-everything-i-use-on-my-skin.mdx","60","2024-03-16","Sigourney Cantelo","BOOIE Beauty","sunscreen","I reach for","0","I’m 44, Here’s Everything I Use on My Skin"
"HIGH","body","TESTIMONIAL","content/interviews/creatives/elise-pioch-candle-designer-1/elise-pioch-candle-designer-1.mdx","130","2015-08-06","Chrisanthi Kaliviotis","Maison Balzac","sunscreen","I use","0","Elise Pioch, Maison Balzac"
"HIGH","body","TESTIMONIAL","content/interviews/founders/almira-armstrong-lumira/almira-armstrong-lumira.mdx","62","2019-06-05","Zoe Briggs","lumira","SPF 20","I rely on","0","Almira Armstrong, Lumira"
"HIGH","body","CONSIDERATION","content/vodcast/episodes/sigourneys-sacred-six-for-ultimate-wellness/sigourneys-sacred-six-for-ultimate-wellness.mdx","49","2024-08-27","Sigourney Cantelo","San Lueur","LED mask","per cent off","1","Sigourney's Sacred Six for Ultimate Wellness"
"HIGH","body","CONSIDERATION","content/beauty-style/skin-care/im-44-everything-i-use-on-my-skin/im-44-everything-i-use-on-my-skin.mdx","58","2024-03-16","Sigourney Cantelo","Saint Louve","vitamin C","sjv.io","0","I’m 44, Here’s Everything I Use on My Skin"
"HIGH","body","CONSIDERATION","content/vodcast/episodes/sigourneys-sacred-six-for-ultimate-wellness/sigourneys-sacred-six-for-ultimate-wellness.mdx","49","2024-08-27","Sigourney Cantelo","San Lueur","Light Therapy","code BEAUTICATE10","0","Sigourney's Sacred Six for Ultimate Wellness"
"HIGH","body","CONSIDERATION","content/wellness/biohacking/the-led-mask-the-industry-is-buzzing-about/the-led-mask-the-industry-is-buzzing-about.mdx","128","2023-11-23","Sigourney Cantelo","San Lueur","Light Therapy","10% off","0","The LED Mask the Industry is Buzzing About"
"REVIEW","frontmatter","CLAIM","content/beauty-style/hair/sigourney-road-tests-a-hair-loss-preventing-strand-boosting-elixir/sigourney-road-tests-a-hair-loss-preventing-strand-boosting-elixir.mdx","2","2018-07-05","Sigourney Cantelo","","Elixir","Preventing","5","Sigourney Road Tests a Hair-Loss Preventing Strand-Boosting Elixir"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/how-to-put-your-skin-into-rehab-with-vitamin-e/how-to-put-your-skin-into-rehab-with-vitamin-e.mdx","24","2017-07-12","Sigourney Cantelo","","collagen","healing","2","How to Put Your Skin Into Rehab with Vitamin E"
"REVIEW","frontmatter","CLAIM","content/destinations/wellness/inhaus-wellness-byron-bay/inhaus-wellness-byron-bay.mdx","7","2026-01-15","Sigourney Cantelo","","infrared","healing","2","in:HAUS Wellness, Byron Bay"
"REVIEW","frontmatter","CLAIM","content/vodcast/episodes/sacred-six-the-rituals-practices-helping-me-heal-from-burnout/sacred-six-the-rituals-practices-helping-me-heal-from-burnout.mdx","8","2025-08-28","Sigourney Cantelo","","Infrared","heal","2","Sacred Six: The Rituals & Practices Helping Me Heal from Burnout"
"REVIEW","frontmatter","CLAIM","content/beauty-style/hair/how-to-prevent-hair-loss/how-to-prevent-hair-loss.mdx","23","2021-06-08","Kristina Zhou","","zinc","prevent","1","Our Expert-Approved Guide on How to Prevent Hair Loss"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/christmas-led-skincare-gift/christmas-led-skincare-gift.mdx","22","2025-12-16","Sigourney Cantelo","","light therapy","reduce inflammation","1","The Only Christmas Hint I'm Leaving Out This Year: Better Skin (Not More Stuff)"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/cleopatras-beauty-secret-the-benefits-of-pearl-powder-for-skin/cleopatras-beauty-secret-the-benefits-of-pearl-powder-for-skin.mdx","18","2021-05-24","Kristina Zhou","","collagen","anti-inflammatory","1","Cleopatra's Beauty Secret: The Benefits of Pearl Powder for Skin"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/the-single-ingredient-i-know-will-keep-me-looking-young-sigourneys-edit/the-single-ingredient-i-know-will-keep-me-looking-young-sigourneys-edit.mdx","22","2017-05-17","Sigourney Cantelo","","Vitamin A","reverse","1","The Single Ingredient I Know Will Keep Me Looking Young – Sigourney’s Edit"
"REVIEW","frontmatter","CLAIM","content/destinations/bathhouses/merse-wellness-osborne-park/merse-wellness-osborne-park.mdx","8","2026-01-15","Sigourney Cantelo","","magnesium","healing","1","Merse Wellness, Osborne Park"
"REVIEW","frontmatter","CLAIM","content/sigourneys-edit/edit/prevage-2-0-review-sigourney-road-tests-the-antioxidant-all-in-one/prevage-2-0-review-sigourney-road-tests-the-antioxidant-all-in-one.mdx","22","2021-06-15","Sigourney Cantelo","","vitamin ","studies show","1","Prevage 2.0 Review – Sigourney Road Tests the Antioxidant All-in-One."
"REVIEW","frontmatter","CLAIM","content/beauty-style/beauty-tips/best-new-beauty-gadgets/best-new-beauty-gadgets.mdx","22","2018-02-21","Beauticate Editorial","","Light therapy","stimulate collagen","0","Best New Beauty Gadgets"
"REVIEW","frontmatter","CLAIM","content/beauty-style/beauty-tips/essential-beauty-products-for-this-wedding-season/essential-beauty-products-for-this-wedding-season.mdx","22","2023-09-18","Sigourney Cantelo","","light therapy","boost collagen","0","Essential Beauty Products for This Wedding Season"
"REVIEW","frontmatter","CLAIM","content/beauty-style/beauty-tips/how-to-skin-with-kelly-smythe/how-to-skin-with-kelly-smythe.mdx","28","2014-05-08","Sigourney Cantelo","","Vitamin C","boost collagen","0","How to: Anti-Aging Skin Care with Kelly Smythe"
"REVIEW","frontmatter","CLAIM","content/beauty-style/beauty-tips/mothers-day-treats-for-every-mama/mothers-day-treats-for-every-mama.mdx","26","2015-05-04","Chrisanthi Kaliviotis","","supplement","treats","0","Mother's Day Treats for Every Mama"
"REVIEW","frontmatter","CLAIM","content/beauty-style/beauty-tips/the-best-new-launches-that-will-get-you-excited-about-beauty-again/the-best-new-launches-that-will-get-you-excited-about-beauty-again.mdx","22","2021-06-28","Zoe Briggs","","Collagen","anti-inflammatory","0","The Best New Launches That Will Get You Excited About Beauty Again"
"REVIEW","frontmatter","CLAIM","content/beauty-style/cosmetic/beauty-massage-models-swear-by/beauty-massage-models-swear-by.mdx","26","2019-01-23","Molly Gay","","collagen","boost collagen","0","The Beauty Massage Models Swear By"
"REVIEW","frontmatter","CLAIM","content/beauty-style/cosmetic/chanel-hermes-facial-injections-these-are-the-latest-breed-of-beauty-treatments/chanel-hermes-facial-injections-these-are-the-latest-breed-of-beauty-treatments.mdx","22","2021-04-12","Kristina Zhou","","collagen","stimulate collagen","0","Chanel & Hermès Facial Injections? These Are the Latest Breed of Beauty Treatments"
"REVIEW","frontmatter","CLAIM","content/beauty-style/cosmetic/chanel-hermes-facial-injections-these-are-the-latest-breed-of-beauty-treatments/chanel-hermes-facial-injections-these-are-the-latest-breed-of-beauty-treatments.mdx","23","2021-04-12","Kristina Zhou","","collagen","cure","0","Chanel & Hermès Facial Injections? These Are the Latest Breed of Beauty Treatments"
"REVIEW","frontmatter","CLAIM","content/beauty-style/cosmetic/chanel-hermes-facial-injections-these-are-the-latest-breed-of-beauty-treatments/chanel-hermes-facial-injections-these-are-the-latest-breed-of-beauty-treatments.mdx","26","2021-04-12","Kristina Zhou","","collagen","stimulates collagen","0","Chanel & Hermès Facial Injections? These Are the Latest Breed of Beauty Treatments"
"REVIEW","frontmatter","CLAIM","content/beauty-style/cosmetic/max-laser-treatment-review/max-laser-treatment-review.mdx","26","2015-06-17","Chrisanthi Kaliviotis","","collagen","healing","0","Max RF – Fractional Radio Frequency Facial Review"
"REVIEW","frontmatter","CLAIM","content/beauty-style/cosmetic/the-turn-back-time-tweaks-that-actually-work/the-turn-back-time-tweaks-that-actually-work.mdx","22","2017-07-06","Sigourney Cantelo","","sunscreen","prevents","0","The Turn-Back-Time Tweaks That Actually Work"
"REVIEW","frontmatter","CLAIM","content/beauty-style/cosmetic/the-turn-back-time-tweaks-that-actually-work/the-turn-back-time-tweaks-that-actually-work.mdx","22","2017-07-06","Sigourney Cantelo","","sunscreen","reverse","0","The Turn-Back-Time Tweaks That Actually Work"
"REVIEW","frontmatter","CLAIM","content/beauty-style/cosmetic/the-turn-back-time-tweaks-that-actually-work/the-turn-back-time-tweaks-that-actually-work.mdx","24","2017-07-06","Sigourney Cantelo","","Vitamin A","scientifically proven","0","The Turn-Back-Time Tweaks That Actually Work"
"REVIEW","frontmatter","CLAIM","content/beauty-style/makeup/i-got-an-under-eye-concealer-tattoo/i-got-an-under-eye-concealer-tattoo.mdx","28","2024-04-22","Kristina Zhou","","sunscreen","heals","0","I Got an Under-Eye Concealer Tattoo!"
"REVIEW","frontmatter","CLAIM","content/beauty-style/makeup/my-queenstown-snow-trip-and-what-i-packed/my-queenstown-snow-trip-and-what-i-packed.mdx","48","2019-08-14","Sigourney Cantelo","","SPF 15","prevent","0","My Queenstown Snow Trip (and What I Packed)"
"REVIEW","frontmatter","CLAIM","content/beauty-style/makeup/permanent-under-eye-concealer/permanent-under-eye-concealer.mdx","28","2018-10-23","Kristina Zhou","","SPF 30","healing","0","Permanent Under-Eye Concealer Tattoo: It's Now a Thing"
"REVIEW","frontmatter","CLAIM","content/beauty-style/makeup/the-eyelash-serums-that-actually-work/the-eyelash-serums-that-actually-work.mdx","26","2019-01-21","Kristina Zhou","","vitamin ","clinically proven","0","The Eyelash Serums That Actually Work"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/4-skin-loving-easter-treats/4-skin-loving-easter-treats.mdx","22","2018-03-28","Beauticate Editorial","","magnesium","anti-inflammatory","0","4 Skin-Loving Easter Treats"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/4-skin-loving-easter-treats/4-skin-loving-easter-treats.mdx","24","2018-03-28","Beauticate Editorial","","vitamin ","reduces inflammation","0","4 Skin-Loving Easter Treats"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/4-skin-loving-easter-treats/4-skin-loving-easter-treats.mdx","24","2018-03-28","Beauticate Editorial","","vitamin ","healing","0","4 Skin-Loving Easter Treats"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/beauty-boost-treatment-we-chat-this-cult-favourite-facial/beauty-boost-treatment-we-chat-this-cult-favourite-facial.mdx","22","2021-03-24","Tess Schlink","","collagen","stimulates collagen","0","Beauty Boost Treatment: We Chat This Cult Favourite Facial"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/beauty-enhanced-introducing-a-game-changing-collagen-mask-innovation/beauty-enhanced-introducing-a-game-changing-collagen-mask-innovation.mdx","24","2023-09-11","Sigourney Cantelo","","collagen","clinically proven","0","Beauty Enhanced: Introducing a Game-Changing Collagen Mask Innovation"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/christmas-led-skincare-gift/christmas-led-skincare-gift.mdx","22","2025-12-16","Sigourney Cantelo","","Light Therapy","stimulate collagen","0","The Only Christmas Hint I'm Leaving Out This Year: Better Skin (Not More Stuff)"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/cleopatras-beauty-secret-the-benefits-of-pearl-powder-for-skin/cleopatras-beauty-secret-the-benefits-of-pearl-powder-for-skin.mdx","22","2021-05-24","Kristina Zhou","","collagen","boost collagen","0","Cleopatra's Beauty Secret: The Benefits of Pearl Powder for Skin"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/cleopatras-beauty-secret-the-benefits-of-pearl-powder-for-skin/cleopatras-beauty-secret-the-benefits-of-pearl-powder-for-skin.mdx","22","2021-05-24","Kristina Zhou","","collagen","healing","0","Cleopatra's Beauty Secret: The Benefits of Pearl Powder for Skin"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/do-hydration-boosting-capsules-work-we-tried-them-for-30-days/do-hydration-boosting-capsules-work-we-tried-them-for-30-days.mdx","28","2020-09-16","Sigourney Cantelo","","capsule","prevents","0","Do Hydration-Boosting Capsules Work? We Tried Them for 30 Days"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/do-hydration-boosting-capsules-work-we-tried-them-for-30-days/do-hydration-boosting-capsules-work-we-tried-them-for-30-days.mdx","41","2020-09-16","Sigourney Cantelo","","Capsule","prevent","0","Do Hydration-Boosting Capsules Work? We Tried Them for 30 Days"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/facialist-skin-tips/facialist-skin-tips.mdx","26","2019-02-25","Stephanie Russo","","probiotic","anti-inflammatory","0","Fast Tips from a Top Facialist"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/fix-freckles-pimples-and-wrinkles-with-a-trip-to-the-gym/fix-freckles-pimples-and-wrinkles-with-a-trip-to-the-gym.mdx","25","2015-06-06","Sigourney Cantelo","","collagen","treat","0","Fix Freckles, Pimples and Wrinkles with a Trip to the Gym"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/fix-freckles-pimples-and-wrinkles-with-a-trip-to-the-gym/fix-freckles-pimples-and-wrinkles-with-a-trip-to-the-gym.mdx","26","2015-06-06","Sigourney Cantelo","","collagen","stimulates collagen","0","Fix Freckles, Pimples and Wrinkles with a Trip to the Gym"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/get-your-skin-ready-for-the-party-season/get-your-skin-ready-for-the-party-season.mdx","22","2016-11-14","Sigourney Cantelo","","collagen","stimulate collagen","0","Get Your Skin Ready for the Party Season"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/honest-review-best-eye-cream-for-puffiness-under-eye-darkness-hydration/honest-review-best-eye-cream-for-puffiness-under-eye-darkness-hydration.mdx","28","2022-06-02","Kristina Zhou","","vitamin C","prevent","0","3 Holy Grail Eye Creams That Actually Make a Difference"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/how-a-beauty-writer-manages-her-rosacea/how-a-beauty-writer-manages-her-rosacea.mdx","26","2022-05-17","Zoe Briggs","","vitamin A","treat","0","How a Beauty Writer Manages Her Rosacea"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/how-stress-is-affecting-your-skin/how-stress-is-affecting-your-skin.mdx","22","2017-07-11","Emily Algar","","collagen","healing","0","How to (Easily) Fix Your Skin from Stress Damage"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/how-stress-is-affecting-your-skin/how-stress-is-affecting-your-skin.mdx","22","2017-07-11","Emily Algar","","collagen","preventing","0","How to (Easily) Fix Your Skin from Stress Damage"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/how-stress-is-affecting-your-skin/how-stress-is-affecting-your-skin.mdx","23","2017-07-11","Emily Algar","","magnesium","reverse","0","How to (Easily) Fix Your Skin from Stress Damage"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/how-stress-is-affecting-your-skin/how-stress-is-affecting-your-skin.mdx","24","2017-07-11","Emily Algar","","magnesium","reduce inflammation","0","How to (Easily) Fix Your Skin from Stress Damage"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/how-stress-is-affecting-your-skin/how-stress-is-affecting-your-skin.mdx","26","2017-07-11","Emily Algar","","magnesium","prevent","0","How to (Easily) Fix Your Skin from Stress Damage"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/how-to-bio-hack-your-skin-routine/how-to-bio-hack-your-skin-routine.mdx","22","2024-02-03","Sigourney Cantelo","","supplement","Studies show","0","How to Bio-Hack Your Skin Routine"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/how-to-create-your-own-french-skincare-routine/how-to-create-your-own-french-skincare-routine.mdx","22","2019-11-11","Zoe Briggs","","vitamin A","fixes","0","How to Create Your Own French Beauty Regimen"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/how-to-get-the-most-out-of-active-skincare/how-to-get-the-most-out-of-active-skincare.mdx","22","2022-05-25","Zoe Briggs","","vitamin A","scientifically proven","0","How to Get the Most Out of Active Skincare"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/how-to-get-the-most-out-of-active-skincare/how-to-get-the-most-out-of-active-skincare.mdx","28","2022-05-25","Zoe Briggs","","sunscreen","prevent","0","How to Get the Most Out of Active Skincare"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/how-to-prime-your-skin-for-peri-and-menopause/how-to-prime-your-skin-for-peri-and-menopause.mdx","31","2024-10-16","Sigourney Cantelo","","Collagen","treating","0","How to Prime Your Skin for Peri and Menopause"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/how-to-put-your-skin-into-rehab-with-vitamin-e/how-to-put-your-skin-into-rehab-with-vitamin-e.mdx","22","2017-07-12","Sigourney Cantelo","","vitamin ","anti-inflammatory","0","How to Put Your Skin Into Rehab with Vitamin E"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/how-to-save-the-environment-without-sacrificing-your-glow-2/how-to-save-the-environment-without-sacrificing-your-glow-2.mdx","26","2018-07-03","Michelle Mullen","","omega-3","anti-inflammatory","0","PSA: Micro Beads Are Out – Here's What to Use Instead"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/how-to-shop-for-skincare-like-a-cosmetic-chemist/how-to-shop-for-skincare-like-a-cosmetic-chemist.mdx","28","2017-12-13","Rikki Hodge-Smith","","Sunscreen","prevents","0","How to Shop for Skincare Like a Cosmetic Chemist"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/is-it-safe-to-use-retinol-on-your-eye-area/is-it-safe-to-use-retinol-on-your-eye-area.mdx","18","2020-05-04","Yadira Galarza Cauchi","","collagen","boost collagen","0","Is it Safe to Use Retinol on Your Eye Area?"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/is-it-safe-to-use-retinol-on-your-eye-area/is-it-safe-to-use-retinol-on-your-eye-area.mdx","18","2020-05-04","Yadira Galarza Cauchi","","collagen","prevent","0","Is it Safe to Use Retinol on Your Eye Area?"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/is-it-safe-to-use-retinol-on-your-eye-area/is-it-safe-to-use-retinol-on-your-eye-area.mdx","22","2020-05-04","Yadira Galarza Cauchi","","collagen","boosts collagen","0","Is it Safe to Use Retinol on Your Eye Area?"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/korean-skin-treatments-that-we-predict-well-be-seeing-more-of/korean-skin-treatments-that-we-predict-well-be-seeing-more-of.mdx","26","2024-12-20","Kristina Zhou","","collagen","stimulate collagen","0","Korean Skin Treatments That We Predict We’ll Be Seeing More Of"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/psa-this-new-australian-range-is-perfect-for-nixing-dehydration/psa-this-new-australian-range-is-perfect-for-nixing-dehydration.mdx","22","2019-10-09","Sigourney Cantelo","","probiotic","boost collagen","0","PSA: This New Australian Range is Perfect for Nixing Dehydration"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/reader-review-eye-creams/reader-review-eye-creams.mdx","24","2015-12-14","Amy Mattes-Harris","","collagen","stimulate collagen","0","Reader Review: Eye Creams"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/repair-your-skin-barrier/repair-your-skin-barrier.mdx","26","2018-11-28","Yadira Galarza Cauchi","","vitamin ","prevents","0","How a Healthy Skin Barrier Can Keep You Looking Young"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/sigourney-cantelo-bathroom-cabinet/sigourney-cantelo-bathroom-cabinet.mdx","22","2018-08-06","Sigourney Cantelo","","Zinc","treats","0","What’s in Sigourney’s Bathroom Cabinet?"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/skin-care-how-to-deal-with-adult-acne/skin-care-how-to-deal-with-adult-acne.mdx","26","2016-06-20","Emily Algar","","light therapy","cure","0","Skin Care: How to Deal with Adult Acne"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/skincare-success-my-eight-week-transformation-with-professional-grade-products/skincare-success-my-eight-week-transformation-with-professional-grade-products.mdx","26","2023-09-29","Sigourney Cantelo","","collagen","medical-grade","0","Skincare Success: My Eight-Week Transformation with Professional-Grade Products"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/the-best-eye-creams-and-mascaras-for-super-sensitive-eyes/the-best-eye-creams-and-mascaras-for-super-sensitive-eyes.mdx","26","2024-05-16","Zoe Briggs","","collagen","prevent","0","The Best Eye Creams and Mascaras for Super Sensitive Eyes"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/the-best-pigmentation-treatments-reader-review/the-best-pigmentation-treatments-reader-review.mdx","21","2016-08-23","Katherine Ring","","Vitamin ","treating","0","The Best Pigmentation Treatments – Reader Review"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/the-best-pigmentation-treatments-reader-review/the-best-pigmentation-treatments-reader-review.mdx","22","2016-08-23","Katherine Ring","","Vitamin C","prevent","0","The Best Pigmentation Treatments – Reader Review"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/the-single-ingredient-i-know-will-keep-me-looking-young-sigourneys-edit/the-single-ingredient-i-know-will-keep-me-looking-young-sigourneys-edit.mdx","24","2017-05-17","Sigourney Cantelo","","Vitamin A","prevent","0","The Single Ingredient I Know Will Keep Me Looking Young – Sigourney’s Edit"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/the-skincare-ingredients-that-will-fade-redness-for-good/the-skincare-ingredients-that-will-fade-redness-for-good.mdx","22","2018-04-30","Beauticate Editorial","","Vitamin B","reducing inflammation","0","The Skincare Ingredients That Will Fade Redness for Good"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/the-skincare-ingredients-that-will-fade-redness-for-good/the-skincare-ingredients-that-will-fade-redness-for-good.mdx","28","2018-04-30","Beauticate Editorial","","sunscreen","anti-inflammatory","0","The Skincare Ingredients That Will Fade Redness for Good"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/this-pharmacy-night-routine-gets-my-big-tick-of-approval/this-pharmacy-night-routine-gets-my-big-tick-of-approval.mdx","24","2020-08-12","Sigourney Cantelo","","collagen","reverse","0","This Pharmacy Night Routine Gets My Big Tick of Approval"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/this-pharmacy-night-routine-gets-my-big-tick-of-approval/this-pharmacy-night-routine-gets-my-big-tick-of-approval.mdx","24","2020-08-12","Sigourney Cantelo","","collagen","stimulate collagen","0","This Pharmacy Night Routine Gets My Big Tick of Approval"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/video-how-to-do-a-luxe-skincare-ritual-with-caviar/video-how-to-do-a-luxe-skincare-ritual-with-caviar.mdx","26","2017-01-16","Sigourney Cantelo","","SPF 15","treat","0","Video: How to Do a Luxe Skincare Ritual with Caviar"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/video-why-you-should-be-using-a-home-roller/video-why-you-should-be-using-a-home-roller.mdx","24","2016-03-16","Sigourney Cantelo","","collagen","boost collagen","0","Video: Why You Should Be Using a Home Roller"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/what-is-the-best-value-led-mask-on-the-market-qure/what-is-the-best-value-led-mask-on-the-market-qure.mdx","26","2024-05-14","Sigourney Cantelo","","LED mask","boost collagen","0","Is This the Best Value LED Mask on the Market?"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/why-you-need-vitamin-serums-in-your-skincare-arsenal-this-summer/why-you-need-vitamin-serums-in-your-skincare-arsenal-this-summer.mdx","22","2017-11-22","Sigourney Cantelo","","Vitamin C","prevent","0","Why You Need Vitamin Serums in Your Skincare Arsenal This Summer"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/why-you-really-need-vitamin-b-in-your-life/why-you-really-need-vitamin-b-in-your-life.mdx","22","2017-04-19","Sigourney Cantelo","","Vitamin B","treat","0","Why You Really Need Vitamin B in Your Life"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/why-you-should-be-using-probiotics-for-skincare-2/why-you-should-be-using-probiotics-for-skincare-2.mdx","22","2018-05-14","Yadira Galarza Cauchi","","probiotic","reduce inflammation","0","Why You Need Probiotics in Your Skincare Routine"
"REVIEW","frontmatter","CLAIM","content/beauty-style/skin-care/why-you-should-gua-sha-your-neck-too/why-you-should-gua-sha-your-neck-too.mdx","26","2023-04-20","Sigourney Cantelo","","collagen","stimulate collagen","0","You Should Gua Sha Your Neck, Too"
"REVIEW","frontmatter","CLAIM","content/destinations/clinics/assure-cosmetic-centre-subiaco-wa/assure-cosmetic-centre-subiaco-wa.mdx","34","2026-01-15","Amy Mattes-Harris","","light therapy","medical-grade","0","Assure Cosmetic Centre, Subiaco, WA"
"REVIEW","frontmatter","CLAIM","content/destinations/clinics/the-sleek-skin-clinic-favoured-by-in-the-know-melburnians/the-sleek-skin-clinic-favoured-by-in-the-know-melburnians.mdx","37","2026-01-15","Zoe Briggs","","light therapy","prevent","0","Liberty Belle, Melbourne"
"REVIEW","frontmatter","CLAIM","content/destinations/clinics/the-sleek-skin-clinic-favoured-by-in-the-know-melburnians/the-sleek-skin-clinic-favoured-by-in-the-know-melburnians.mdx","39","2026-01-15","Zoe Briggs","","light therapy","healing","0","Liberty Belle, Melbourne"
"REVIEW","frontmatter","CLAIM","content/destinations/clinics/the-youth-lab-perth/the-youth-lab-perth.mdx","25","2026-01-15","Lucy Searle","","LED therapy","medical-grade","0","The Youth Lab, Perth"
